m1,m2,m3,m4,laser,target
1,1,1,1,19.61633165,90.29327551
0,0,1,0,12.5343016,77.39468665
1,0,1,0,17.63229882,89.38573268
1,0,0,1,6.582068621,77.51641357
0,0,0,1,8.139075649,82.25609139
1,1,1,1,18.12550479,83.03028816
0,0,0,0,15.13733404,102.31371
0,1,1,1,19.62820641,76.51702595
1,0,1,1,15.49528419,88.36227654
1,0,0,1,8.970314144,74.29259203
1,0,1,1,10.6213604,87.36696057
1,0,0,1,18.01030985,91.85619678
0,1,0,1,11.03293472,85.54060868
1,1,0,1,5.107947483,59.45253722
0,0,1,0,8.712396255,82.94813826
1,1,1,1,10.32631978,69.73829143
1,1,1,0,1.934396671,53.8528542
1,0,1,0,14.87525349,79.80260427
0,0,1,1,2.187078667,71.42326647
1,1,1,0,8.098354267,68.6380081
1,1,1,1,16.09244883,82.68705313
1,1,0,0,9.351407232,76.8919117
1,1,1,1,16.84031039,82.42581698
0,0,1,0,6.837626441,72.48337505
1,0,1,1,19.15272588,78.9383263
0,1,0,1,4.189368636,70.46304509
0,0,0,0,0.7652829,71.06540061
0,1,0,0,17.44853086,90.59070466
0,1,1,1,15.04405432,82.92926657
0,0,0,0,4.639676741,72.61466203
0,1,0,1,19.69483214,80.7212583
1,1,1,0,10.04560259,86.63552094
0,0,1,1,19.0213088,79.79657325
0,0,1,0,10.10057543,81.93077991
0,1,0,1,9.437491735,86.06843153
1,1,1,0,8.982770743,88.31959712
1,0,1,1,6.697505523,78.73647244
0,1,1,0,10.67402994,80.16886348
1,1,1,1,9.051093239,78.62710908
0,0,1,0,0.734937532,81.07407926
0,0,1,0,5.208704668,78.42490001
1,0,0,1,4.262456002,60.70473183
0,0,1,0,17.34871205,90.66903494
1,0,0,0,11.97739954,73.30604804
1,0,0,1,15.27366201,79.30577732
0,1,1,1,19.13652075,85.73306212
0,1,0,1,12.88078545,75.26431078
1,0,0,1,19.65219983,89.81725116
0,0,0,0,6.235281033,79.60906396
0,1,1,0,3.725343646,71.5747255
0,1,0,0,8.06619776,72.98132271
1,1,0,1,9.415988299,88.52881891
1,0,0,0,17.90723086,89.56431594
0,0,0,0,11.19880878,78.93893416
1,1,1,1,5.843619988,70.57450552
1,0,1,0,14.85268566,82.49584849
1,0,0,0,10.11663874,83.67874426
1,0,1,1,3.242638906,61.8683119
1,1,1,0,11.53639575,88.00782305
0,1,0,1,18.22789074,94.54378182
0,0,1,1,16.85245235,92.38387917
0,0,1,0,11.73619945,92.19008116
1,0,0,0,7.541663478,69.20343231
1,0,0,0,1.739575021,78.91321535
0,0,1,1,9.392978467,74.15600923
1,1,1,1,15.04158875,88.98039292
0,0,1,0,7.205474395,67.28582608
0,0,1,0,4.708936511,78.78916599
0,0,0,1,18.62759439,88.73557663
1,1,0,0,16.43111401,75.11977083
1,1,0,0,12.76551239,94.23884766
0,0,0,1,2.735666878,70.57394322
0,1,0,0,2.898176808,75.84501403
0,1,1,0,2.064391829,74.04888364
0,1,1,0,12.32593334,71.02664688
1,1,0,0,2.311255929,72.60874423
1,1,0,1,16.85254398,82.27410362
0,1,0,1,19.85930004,86.70811353
0,0,1,1,7.326963694,62.85863685
1,1,1,1,9.073396939,71.7558801
1,1,1,0,14.23334354,90.78994315
0,0,0,0,18.74306013,94.13055141
0,0,0,0,17.88187547,93.44847502
0,0,0,0,1.151836575,86.23025557
1,0,0,1,3.381436051,65.48251008
1,1,0,0,15.09194397,70.76420594
1,1,1,0,13.77786216,80.74554003
0,1,0,1,2.664371881,61.93567268
0,1,1,1,10.04129164,76.74556908
1,0,1,1,15.61629262,79.34126194
1,1,1,0,4.375613645,84.1890131
0,1,1,1,17.42575271,76.28759459
1,0,1,0,1.059435496,69.72409162
1,1,0,0,15.6439017,83.77781483
0,1,0,1,12.316378,75.24426358
1,1,0,1,6.303986933,63.07659502
0,1,1,1,14.41865097,78.67157773
0,0,1,0,15.6473159,98.1583614
0,0,1,0,18.67797943,95.06615826
0,0,1,0,7.355493443,72.43896821
0,0,1,1,13.72033472,89.42201664
0,0,1,0,12.05232554,75.03659856
0,1,0,0,10.50412139,87.16947991
1,1,1,0,17.80832948,87.68763502
0,0,1,0,0.063346283,54.82901302
0,0,0,1,5.642232122,67.89473824
1,0,1,0,10.76554479,66.77195561
1,1,0,1,3.565865233,53.65891618
1,0,0,1,18.15733067,104.7812931
0,1,0,0,12.95190235,81.92823701
1,1,1,0,9.557659893,76.04730759
0,1,0,1,16.29403518,95.92835319
0,1,0,0,9.017723829,71.98279656
0,0,1,1,11.17306024,86.66056623
0,1,0,0,0.055019911,73.45578699
1,1,1,0,7.314010604,75.54235061
1,0,1,1,2.775809447,74.22351587
0,1,0,0,13.79377361,78.83854413
0,1,1,1,9.58053918,70.16914776
0,1,1,1,6.035151145,62.92102493
1,0,0,0,9.356646787,89.75042918
0,1,0,1,4.192597759,59.31764773
0,1,0,0,18.50173265,100.2361309
1,0,0,0,1.079452651,61.73447854
1,0,1,0,17.30834071,81.72447467
0,1,0,1,10.22717577,84.65092039
1,1,0,0,12.37892992,84.86873462
1,0,0,0,6.052112418,85.18022757
0,1,1,1,19.33395234,84.10319922
1,0,1,1,5.63701917,67.30079726
0,1,1,1,11.77755994,82.80123878
1,0,1,1,19.8683341,95.27735384
0,1,1,0,17.62188793,78.29773838
0,0,0,0,10.72659651,86.2630983
0,0,1,0,19.80749046,87.49591286
1,0,1,0,14.02739723,84.5783447
0,0,1,1,4.174008323,80.48820232
1,0,0,1,8.111924209,87.40348303
0,1,0,0,6.68986668,80.9683865
0,1,1,1,6.880274165,70.83551999
1,0,0,1,15.20912879,76.72933398
0,1,1,1,11.68525855,84.35423624
0,1,0,1,0.761854232,71.25252423
1,1,0,1,17.54896967,99.04037652
0,1,1,0,5.93592281,74.39313636
0,1,0,0,19.94149754,85.95262521
0,1,1,1,19.08381461,80.43303402
0,0,1,1,18.81061433,95.77788491
1,1,1,0,16.22255208,80.77403405
1,1,0,0,4.412266634,76.77758336
0,1,0,1,10.65265488,70.94419147
1,0,1,1,4.486052536,56.827431
0,1,1,1,5.193509112,79.9775136
1,1,0,0,12.21903539,90.66273125
0,1,1,1,0.816670907,63.0433952
0,0,0,1,19.38917134,90.54980476
0,1,0,1,18.37346345,97.82901345
0,0,0,1,7.615351443,70.47203408
0,1,1,1,10.30844896,82.68149283
0,0,1,1,9.322388385,73.10475018
1,0,0,1,17.64399557,78.41980528
0,0,1,1,13.77203753,91.61498253
1,1,1,0,5.562224948,73.70088608
0,0,0,0,8.936825089,81.22415971
1,0,0,0,8.579319514,80.31500186
1,0,1,1,19.18670337,77.69384498
1,0,0,0,3.50621821,64.60992646
0,1,1,0,1.791526746,68.58524194
0,1,0,0,17.61237664,97.60124361
1,1,0,0,17.93371979,78.33641932
0,1,1,0,17.43478176,87.29260591
1,0,1,1,10.21953831,69.99466179
0,1,1,0,13.19488857,85.55863381
1,0,1,1,11.26726095,89.02794911
1,1,1,1,1.388956521,50.73376216
0,1,0,0,11.91669794,72.03162528
1,1,0,1,0.272282945,67.38294488
0,0,1,0,6.499748191,69.63875654
1,1,0,1,18.64585152,94.82269594
1,1,1,1,6.080905393,65.82304314
0,1,0,0,18.79653285,87.84914794
0,0,0,1,5.002679143,76.25212435
0,1,1,1,6.291244809,72.10579848
1,1,1,1,12.56814993,70.67001715
0,0,1,1,15.23253946,89.83967122
1,0,0,1,10.02775536,85.79157359
1,1,1,1,17.64231374,76.99681071
0,1,1,1,0.804808432,71.64599662
0,1,1,1,18.44389677,82.07034412
1,0,1,0,3.926155998,76.34234627
1,0,1,1,17.6847749,78.59752161
0,0,1,0,8.01726359,70.3504563
0,1,0,0,16.65514112,103.0504549
0,0,0,1,13.433311,82.87346895
0,1,0,1,3.51883265,75.05967327
0,0,0,0,18.3609514,98.78620555
1,0,1,0,4.91034781,81.16468447
1,0,1,0,4.882802374,71.48821453
1,1,0,1,16.28357793,79.93021204
1,1,0,1,2.117465111,72.81982204
0,1,0,1,4.440718127,66.62136974
0,1,1,0,10.07355147,88.22390984
0,0,1,1,16.60954057,96.41437233
1,1,1,1,2.949679495,64.80128946
1,0,0,1,10.95336469,78.56123608
0,1,0,1,14.22481184,76.55848453
0,1,0,0,17.21190449,86.80683556
1,0,0,1,18.7113112,94.6157309
1,0,0,1,15.69279829,93.08825834
0,1,1,0,13.05656796,86.06331252
0,1,1,1,8.672401706,65.23019769
1,0,1,0,2.242203084,85.88125186
0,0,1,0,14.19474385,97.98793872
0,0,1,1,19.85474609,87.48814851
0,0,0,0,14.73521189,79.59897381
1,0,1,1,0.334221875,62.73216397
1,1,0,0,9.925199561,81.82257901
1,1,1,0,12.29293265,69.01411741
1,1,0,1,13.79348402,81.89090782
1,1,0,0,14.39451671,83.92504415
1,0,0,1,11.16216882,85.14039361
1,0,0,1,4.467206655,77.16244502
0,0,0,1,18.84401323,102.4960633
0,1,0,1,13.93332935,80.4265943
0,0,1,0,4.736800737,81.29591966
0,0,0,1,6.446436645,71.94520604
0,1,0,0,18.43855341,95.31650523
0,1,1,1,17.74970373,81.58350592
0,1,0,0,8.102928767,85.58503081
1,0,1,0,0.76614444,73.74055596
1,0,1,0,0.969947378,64.33146983
0,1,0,0,5.678365818,79.95613158
0,1,0,1,12.58244439,96.77479661
1,0,1,1,11.68389271,76.1449212
0,1,0,0,12.67655574,83.12008187
0,0,1,0,14.34565944,94.22631708
1,1,0,1,0.380645072,69.9303289
0,1,1,0,2.101711903,78.6609581
1,1,0,0,7.189669037,80.09630904
0,0,0,1,3.09719995,83.32937314
1,0,1,0,1.506400851,59.83953381
1,1,1,0,12.81928792,75.46057579
1,0,1,1,16.30672955,79.86883416
0,1,1,0,15.05253315,85.85225701
1,1,0,1,16.34079557,76.3887217
0,0,1,1,13.31713088,80.80659052
0,0,1,1,14.70690644,93.98529152
0,0,0,1,5.435575484,81.28845172
0,0,0,0,19.86016073,110.5542508
1,1,1,1,3.66331309,59.2190238
1,0,0,1,4.289877488,70.16931149
0,0,1,0,5.778436636,74.49643034
0,1,0,1,19.5066486,106.0678332
1,1,1,0,19.76577179,93.77091455
0,1,0,1,15.89787499,84.68548164
1,1,1,1,12.58115197,68.25973795
0,0,1,1,10.4012515,77.15860576
0,0,0,1,19.41241691,107.1753491
1,1,0,0,13.91245606,87.62750702
0,1,1,0,18.89460257,86.26054531
1,0,1,0,6.33101599,70.32717571
0,0,0,1,6.675495845,73.34333194
0,0,0,1,17.09449188,101.1713652
0,0,0,1,2.997098412,79.26745608
1,0,0,0,18.91855723,89.74984518
0,1,0,1,10.14948709,70.71119395
0,1,0,0,18.52827757,84.10646266
0,1,0,0,6.735855775,75.11716146
0,1,0,0,14.31917808,86.29022974
1,0,0,1,9.657502439,79.84365949
1,1,1,1,12.5360726,70.46436614
0,0,0,1,10.08744986,89.31910742
1,0,0,1,19.34231235,101.1891915
0,0,1,0,13.84210796,84.08975767
0,0,1,0,5.026379373,71.53437553
0,0,1,1,18.19353844,95.31287985
1,0,1,1,5.880594763,68.95988894
1,0,1,1,7.432101986,64.42047937
1,1,1,0,2.04247396,57.04068681
1,0,0,1,17.9993304,82.92879637
1,1,1,0,5.722240465,60.24064058
1,1,1,0,5.178352359,77.01234771
1,0,1,0,18.40525196,89.24062062
1,0,0,0,16.11053725,76.15624636
1,1,1,0,2.82157843,58.13315707
0,1,0,0,15.38649008,83.08825743
1,1,1,0,18.26066196,88.61402676
1,1,1,1,1.570224364,72.54264047
1,0,0,1,16.5042999,81.03038422
1,0,0,1,10.94840104,93.82301254
1,0,1,0,13.38394899,88.30292667
1,1,0,0,9.857086778,89.97152288
1,0,0,1,13.9560617,79.33703036
1,1,1,0,0.681957233,58.74573046
1,0,1,0,15.25413446,84.43603897
1,1,1,0,0.666873957,64.16575722
1,0,0,0,9.105996955,74.14264748
0,0,1,0,3.019299863,82.51863769
0,1,1,0,16.47148555,91.82312828
1,1,0,0,6.273218184,70.2393221
1,1,0,0,9.081870892,81.54296752
0,1,1,0,8.575014826,80.6362672
1,1,0,0,15.45003931,71.09544996
0,0,1,0,9.622887196,83.52243554
0,1,0,0,15.7791667,79.68425203
0,0,1,1,1.470165536,52.12195887
0,0,0,0,3.831879358,65.63970244
0,0,0,0,11.03068499,80.07138872
1,0,0,1,18.9417665,94.79456682
0,0,0,1,1.495156934,70.73384383
1,1,1,1,0.861684323,60.54743601
1,1,0,0,3.131013499,59.90359589
0,0,1,0,12.82306258,80.44590575
0,0,0,1,7.979858333,72.7309016
1,1,0,1,16.51104759,81.1398528
0,1,1,1,1.43866303,57.72796951
0,0,0,0,3.928281736,79.84507487
1,1,0,0,6.000528109,61.81019778
1,1,1,1,12.53460173,68.6515254
0,1,0,0,13.70345381,84.19706535
1,0,1,0,2.484065879,76.71555797
0,1,0,1,18.87609418,84.59524034
0,0,0,1,6.820882704,79.0139899
0,0,0,1,14.26337526,76.55819661
1,0,1,0,10.48415438,81.73264338
1,0,0,0,4.455162271,81.75679452
1,0,0,0,16.92456646,86.73152102
1,1,0,0,16.36476056,84.0710543
1,0,0,0,7.921437078,94.27357395
0,0,0,1,11.77215171,86.22369979
0,0,0,0,5.156513919,67.7773204
0,1,0,0,13.79703257,95.32100273
0,1,0,1,6.180536252,77.58742841
1,1,0,1,16.88157469,77.99687678
0,1,1,1,4.347702086,66.31542143
1,1,0,1,0.296068456,64.18187441
0,1,1,0,5.370160839,70.57458965
1,1,1,0,3.821049729,69.19433783
1,0,1,1,10.16572879,75.34493389
0,0,0,0,4.074065833,74.41223529
0,1,1,1,15.26379741,75.8129297
0,0,1,0,4.82741276,83.42938439
0,0,1,0,14.1393636,79.77578606
1,1,0,0,11.56941846,68.15239265
0,0,1,1,19.72499713,87.82140211
0,0,0,1,19.99801954,88.42494197
1,1,1,0,17.39052167,94.98042313
0,0,1,0,15.19966739,83.15424529
0,1,0,1,7.72912828,75.97745729
0,1,0,1,15.06553454,82.88990117
0,0,1,0,19.13351074,104.6942474
0,0,1,0,0.467551508,63.53560771
1,0,1,1,10.758294,85.44940216
0,1,0,0,4.359966088,78.69590566
0,1,0,1,11.15752632,78.42874382
0,1,1,1,9.328941795,73.95505505
0,0,1,0,11.51537163,93.06642415
0,0,0,0,11.01924443,83.9813733
1,1,0,0,19.20214078,98.48245587
0,0,1,1,11.04372218,79.40514925
1,0,0,1,16.92464176,86.31342032
1,1,1,1,6.396405736,64.91378133
0,1,0,0,8.762013776,80.43672761
0,0,1,0,9.408269521,77.129971
0,1,1,1,5.574560867,60.54572358
0,0,1,1,7.59580523,68.26703222
1,1,0,0,11.97026159,82.30143163
0,1,1,1,11.60375527,78.82463024
0,1,1,0,12.72870689,78.23120459
0,0,0,0,7.036358308,72.02414522
0,0,1,1,6.316629903,66.85606684
0,1,1,1,12.23235766,73.36581868
0,1,1,1,2.657234969,64.39874258
1,1,0,1,5.060630871,59.36933712
1,0,0,1,0.842554739,72.36233557
0,1,0,0,1.452217052,62.69565815
0,1,0,1,4.867665585,61.95995298
0,1,1,0,0.390585606,78.70223895
1,1,0,1,4.908211842,67.94832885
0,0,0,1,13.09952646,79.40785549
1,0,0,1,1.222141569,74.66069929
0,1,1,1,8.734733556,71.00265633
0,0,1,1,18.26217574,100.833621
0,0,1,1,15.82569658,74.53716897
0,0,0,0,6.108750046,84.34794285
1,1,1,1,18.49610958,78.01929128
1,0,1,1,6.592929935,78.45595967
0,0,0,1,1.450309927,79.77946559
0,0,1,1,19.88111914,89.32742926
1,1,0,0,17.40045054,79.43445946
1,1,0,0,9.318655666,78.43206254
1,0,1,0,13.32753048,81.73203523
1,0,0,0,13.42456156,89.61513067
0,1,0,0,3.889644615,78.10579569
1,1,0,0,4.000972663,81.42522409
0,0,0,1,9.391614067,76.03666927
1,0,0,1,18.2314628,101.1037658
1,1,0,0,0.199875497,68.03428082
1,1,1,1,15.65011272,69.53526525
1,0,0,1,1.150535674,61.80054034
1,1,0,1,9.564442298,80.30730528
0,0,0,1,12.75745666,94.57743822
0,0,0,1,13.73518534,91.45752756
1,0,1,0,1.169585272,64.11050932
1,1,1,0,8.372072348,69.53399434
0,0,0,0,11.67674521,88.87470008
1,0,1,0,1.320910746,59.89756858
1,1,0,0,2.701891132,66.26182091
0,1,0,0,13.27297979,89.20381501
1,0,0,1,10.43276393,69.72017665
1,0,0,0,3.236573225,71.31008159
0,1,1,1,10.70478674,72.55700253
0,1,1,1,18.25384747,88.06796978
0,1,0,0,0.311751696,69.15617098
1,0,0,0,12.85267547,92.86033885
0,0,1,0,1.473008692,75.90610967
0,0,1,1,0.128988859,56.31586061
0,1,0,0,3.013089773,65.04335189
0,0,1,0,8.458132637,89.21211413
0,1,0,0,16.04687998,91.33573634
0,0,1,1,5.635709932,80.80087391
1,1,1,0,12.51346425,70.91798367
1,0,1,0,8.223132759,87.36002978
0,0,1,1,4.686635839,71.17298287
0,1,0,1,10.28494229,85.33994969
0,1,0,1,15.94928981,87.23248848
1,0,1,0,16.6498474,78.84019564
1,1,0,0,16.93039064,76.35170194
1,1,1,1,6.771156251,65.25391194
1,0,1,0,15.86912129,93.63667723
1,1,0,1,4.243569102,70.54343545
1,0,0,1,14.76850202,100.0393045
1,0,0,1,18.96768853,86.25611327
1,1,1,1,0.274876694,66.52271221
1,1,0,1,8.807278624,80.34283183
0,0,0,0,12.95541977,95.20990705
0,0,0,0,14.03551541,87.70529225
0,0,0,0,3.521755165,67.15464843
0,0,1,0,19.4436655,98.0943643
1,0,1,1,12.30530736,83.37548678
1,0,1,0,3.286812025,81.04103892
0,1,1,1,0.410450234,71.92142379
1,1,1,1,15.66528398,85.9772274
0,1,1,0,1.594094789,53.39305947
1,0,1,0,2.821018421,58.5190855
0,1,0,1,11.49660054,77.01191917
1,0,1,0,12.07011007,75.01292059
1,0,1,0,13.73774237,87.90434012
0,1,1,0,7.870280253,84.64637275
1,0,1,0,15.47797338,90.60165407
0,0,0,1,19.48717199,85.59941946
0,0,1,1,5.421898862,68.30163871
0,0,1,0,14.06057233,85.62529629
0,0,0,1,18.56937305,89.68046751
1,0,1,1,13.72573525,65.65129725
1,1,1,0,13.62218997,78.17948928
1,0,1,0,4.475451382,71.2397873
0,0,1,1,10.70260401,85.250337
1,0,1,1,11.25045687,76.07710445
0,0,1,1,14.00259125,92.42050313
1,1,1,0,19.936429,95.07665386
1,1,0,1,0.672876451,63.01745092
1,0,0,1,1.304653225,71.95817014
0,0,1,0,1.559001389,75.25186274
1,0,0,1,14.85958269,77.49046174
1,1,1,0,2.727075902,64.17472599
0,1,0,0,12.44903749,71.3523163
1,1,1,1,6.493377558,56.9370067
0,1,0,0,9.146399124,71.3023303
1,0,1,0,4.313263196,72.01219012
0,1,0,1,17.32213123,84.87725602
0,1,0,0,11.72300648,76.11402755
1,0,1,1,18.89126527,91.51064717
0,0,1,0,11.49192499,85.58420948
0,1,0,0,2.478160612,61.75694862
0,1,0,1,3.417408677,76.40866245
0,1,1,1,19.78147953,87.2505706
0,1,0,1,14.51130395,84.19680633
0,0,1,0,0.985575001,84.26540648
1,0,0,1,14.0756201,73.12959337
0,1,0,0,8.243460936,80.53634789
0,1,1,1,6.144167736,61.4908472
1,1,1,0,3.081215875,64.93444691
1,1,1,1,16.79807909,70.92100111
1,1,0,0,1.27682758,70.47834023
1,0,0,1,5.796709248,69.17879544
1,0,0,0,6.127657877,86.89023668
1,0,1,0,3.218105679,72.67643761
1,1,0,0,10.16369767,91.03548134
0,1,0,0,0.234052536,61.02812811
0,0,1,1,6.019510308,69.84168207
1,0,0,0,18.67258888,97.46134988
0,1,0,1,6.210591387,74.19062634
0,0,1,0,7.209187742,87.23270977
0,1,1,1,9.463300965,64.17688359
1,1,1,0,11.2338675,88.12753607
1,0,1,0,16.1741729,77.24042103
0,0,1,1,3.806424463,78.46561207
1,0,1,1,17.43492754,87.57768265
0,1,1,0,15.15098714,89.06922257
0,1,1,1,14.45300669,95.03860337
0,0,1,1,1.736091474,80.35220149
0,1,0,1,0.432813799,80.23929406
1,1,1,0,11.88025402,80.96643525
1,1,1,1,17.26267925,95.86420995
1,0,0,0,11.68882928,85.15154904
0,1,1,1,4.264697309,79.0952031
1,0,0,1,1.810397959,75.46187734
0,0,0,0,13.99192906,101.764353
1,1,1,1,14.43540555,81.66904277
0,0,0,1,3.450634014,85.53370383
0,1,1,1,0.56380631,72.98634826
0,0,1,1,8.165670264,74.99264878
1,0,0,1,11.65437404,81.41712317
1,1,0,1,14.12004819,75.08887622
1,0,0,1,16.19890018,89.39778013
1,0,1,0,12.21074855,73.30361039
0,0,1,0,2.217612172,73.42846348
1,1,0,0,13.65163344,93.0320145
1,1,1,0,19.68353286,94.33737704
0,0,1,0,18.11169169,92.13792645
0,0,0,1,17.43337819,95.16201672
0,0,0,0,6.043403067,72.63821562
1,1,0,0,15.01576353,96.15298069
0,1,0,1,17.02206892,79.98127327
0,0,0,0,13.56652409,104.5534439
0,1,0,1,5.011235131,77.92550291
1,1,0,1,19.07667944,82.66609467
0,1,0,0,9.016388229,91.1407974
1,1,0,0,2.596111173,67.52950413
1,0,0,1,2.195557901,64.40249398
0,1,1,1,12.95037975,71.65398113
0,1,1,0,8.754192928,89.30638281
1,0,0,1,1.889677504,76.1491285
0,0,1,0,14.80729144,95.75701691
0,1,1,0,15.98650335,77.51869915
1,1,1,0,14.50831262,70.72924837
1,0,1,0,4.045217554,60.91595393
0,0,1,1,13.79550912,84.53096034
1,0,1,1,0.214456058,65.05947942
0,1,0,0,6.102242794,79.78937664
0,1,0,0,7.976430628,80.47789991
0,0,1,1,16.70493898,85.41752657
1,1,1,1,7.807887461,56.32868276
0,0,0,1,0.225388924,55.70131946
0,1,1,1,7.046928237,74.183007
0,0,1,1,9.978481967,79.17630706
1,0,1,0,18.98009573,78.12555005
1,1,1,0,18.82068608,96.17688149
1,1,1,0,3.617480764,80.14392445
1,1,0,0,3.702930835,76.43156996
1,1,0,1,3.267629129,64.07004092
0,1,1,1,15.77843865,76.37380719
1,1,0,0,0.120440807,70.73822398
1,0,1,0,2.543543964,75.94079157
1,1,1,1,10.75919263,86.14266801
0,0,1,0,4.951241338,90.18770175
1,0,1,0,1.847129165,59.84440242
1,1,1,1,7.197560247,81.55990632
0,0,1,1,5.484152101,70.60872556
1,0,1,1,10.22208613,88.18060098
0,1,1,0,19.58467188,92.15842156
0,1,1,1,2.486092736,69.80089961
0,1,0,1,7.454534097,77.40230126
0,0,1,0,18.63970036,105.8242579
0,1,0,1,17.53746087,91.56082761
1,1,0,0,7.885420696,87.46522631
0,1,1,0,13.97906529,76.08137735
0,1,0,0,1.757140272,81.21422118
1,0,1,0,14.25082111,97.41789036
0,1,1,1,19.45715459,91.42510342
1,0,1,0,10.74976306,90.69389458
1,1,1,1,9.969804541,71.19605555
1,0,0,1,3.746372394,78.8572121
0,0,0,1,12.67576398,78.08259873
0,0,1,1,11.80874562,94.71449429
0,1,0,1,13.03866119,84.4581164
1,0,0,0,0.521665734,75.96705412
0,1,0,1,10.97446977,79.93939007
0,1,1,0,11.89869687,85.96532163
0,1,0,0,4.150602708,73.40172636
1,1,0,0,4.16665715,89.01114492
1,1,0,1,5.52436337,62.2037204
0,0,1,1,14.23443183,87.63468622
0,1,0,1,12.12532127,91.80929791
0,0,0,1,16.91525292,101.006578
0,0,1,0,5.913171437,76.78976498
1,0,0,1,18.2413612,87.80060086
1,0,1,1,14.87412324,87.95318029
1,0,1,0,7.9002334,75.26233115
1,0,1,0,1.905241313,67.1371618
0,0,1,0,5.13967325,74.84100898
0,1,1,0,19.13536434,96.01984452
0,0,1,0,6.207267518,78.66270957
1,1,0,0,6.598019203,71.83822545
0,0,1,0,3.791778622,78.79267335
1,0,0,1,16.13701202,88.45478612
1,0,0,1,5.512884605,70.17901564
0,0,1,0,6.605164967,66.40984863
0,1,0,0,8.286962169,91.45667972
0,1,0,1,8.674565595,87.96839148
1,1,0,0,8.226815808,70.82935534
0,0,1,0,10.07487391,86.55492105
1,0,0,0,16.29025759,96.17553091
0,0,0,0,16.38570081,94.31923122
1,1,1,0,15.96626268,72.23121539
1,0,0,1,2.022496782,63.48455066
0,1,0,0,15.99357607,76.51472881
1,1,0,0,2.40503547,78.10175833
1,0,1,0,2.494475401,62.38350293
0,0,0,1,18.95725543,83.76681701
1,1,0,1,16.38795689,77.7586379
0,1,1,0,11.04820934,74.0657802
1,1,1,0,17.49940409,92.74717517
0,0,1,0,19.78729285,95.18336827
0,0,0,0,12.21284133,74.20328472
1,0,1,1,12.25796874,88.68519545
1,0,1,1,15.08854058,77.8151443
1,0,1,0,4.642779047,74.56183905
1,0,0,0,3.34249723,65.51541807
1,1,1,1,15.191615,91.05291392
0,1,1,1,6.8980959,68.33241976
1,1,1,0,2.701407126,74.92656543
0,0,1,0,6.297554518,73.38471565
0,1,1,0,7.172737357,77.10638063
1,0,0,1,19.30455319,92.62118702
0,0,0,1,13.95919422,73.55870647
0,1,1,1,10.61712635,80.14704337
0,0,1,1,19.37746277,88.71881146
0,1,1,0,18.06279481,85.97857306
1,1,0,1,10.24001713,70.02136442
0,0,0,1,18.11359271,93.81300063
1,1,0,1,8.086093161,69.77967493
1,1,0,0,4.608413307,66.88005915
0,1,1,1,4.653563536,59.34221312
1,1,1,1,13.24631049,69.81065663
1,0,1,1,10.02140641,82.06725824
1,1,1,0,13.17901694,69.88109809
0,1,0,1,13.72151929,92.76741407
1,1,1,0,0.446457458,74.75529004
1,0,0,0,1.080791847,78.94832912
1,1,0,1,10.65355453,85.96543064
0,0,1,0,3.820709555,91.11176077
1,1,0,1,12.65067538,88.77964453
0,1,0,0,11.04371478,72.97049753
0,1,1,0,11.71520717,74.75242239
0,0,0,1,6.049107597,67.0050748
0,0,0,1,12.79687013,81.97403201
0,0,1,0,16.58985273,74.7436047
0,0,0,0,19.96142507,97.76747968
1,0,0,0,16.76888772,83.32155231
0,0,1,0,11.14997519,88.97728996
1,1,0,1,3.868591834,76.90203828
1,0,1,0,13.62891752,75.63097203
0,1,0,0,18.75307571,98.83455783
1,0,0,1,4.237330795,71.92955779
1,0,1,0,5.119912411,75.70685423
1,0,1,1,2.980170868,71.91065168
1,1,0,1,14.73443287,95.92803566
0,0,1,1,8.131230068,86.62562664
1,0,0,0,1.253912778,63.09246415
0,1,1,1,17.49899983,81.82348341
1,1,0,1,11.15343809,79.01360679
1,1,0,1,6.62188584,77.58436133
0,1,0,0,6.879659521,79.53898893
1,0,0,0,5.805024404,81.00194898
1,1,0,0,9.109603448,72.07023639
1,0,1,0,6.74083377,74.2192139
0,0,1,1,10.95892608,93.93949665
1,1,0,1,15.47034505,87.36204535
0,0,0,1,13.48922567,87.38668063
1,1,1,0,5.889137855,59.9747871
0,0,1,1,10.57482023,73.03069453
0,1,1,0,16.8025232,84.57951828
